Price;Condo;Size;Rooms;Toilets;Suites;Parking;Elevator;Furnished;Swimming Pool;New;District;Latitude;Longitude
184900;0;40;2;2;1;1;0;0;0;0;Brasilândia;-23.472507999999998;-46.674688
281748;0;38;1;1;0;1;0;0;1;0;Liberdade;-23.553501100000002;-46.62818970000001
110000;0;42;2;2;1;1;0;0;0;0;Cidade Tiradentes;-23.598375;-46.399454999999996
1900000;0;180;3;4;3;3;0;0;0;0;Belém;-23.550987600000003;-46.59090820000001
245000;0;44;2;1;0;1;1;1;1;0;Campo Limpo;;
250000;200;47;2;2;1;1;1;0;1;0;Vila Curuçá;-23.509597;-46.423418
499000;0;66;2;2;1;2;1;1;1;1;Sé;-23.532207;-46.564974
600000;1000;85;2;2;1;1;0;0;1;0;Pirituba;-23.49869;-46.752885
159000;0;36;2;2;1;1;0;1;0;0;Jardim Helena;-23.541636999999998;-46.430378000000005
291500;270;46;2;1;0;1;0;0;1;0;Liberdade;-23.5552938;-46.6285289
272000;450;55;2;1;0;1;0;0;0;0;Jabaquara;-23.637298899999998;-46.6489583
170000;170;45;2;1;0;1;0;0;0;0;Guaianazes;-23.5331102;-46.4083052
760000;930;68;3;2;1;2;1;0;1;0;Vila Mariana;-23.581457;-46.634603999999996
685000;600;71;1;2;1;2;0;1;1;0;Vila Leopoldina;-23.53454;-46.74413
950000;0;106;3;2;1;2;0;0;0;0;Alto de Pinheiros;-23.5396329;-46.7130905
235000;350;48;2;1;0;0;0;0;0;0;Campo Limpo;-23.6839667;-46.7702204
220000;250;54;2;2;1;1;0;0;0;0;Medeiros;;
235000;290;47;2;1;0;1;0;0;0;0;Vila Curuçá;-23.504756699999998;-46.427630900000004
250000;690;78;3;1;0;1;0;0;0;0;Jabaquara;-23.6572867;-46.647389700000005
230000;320;50;2;2;1;1;0;0;0;0;Vila Jacuí;-23.502768;-46.450185999999995
186900;210;41;2;1;0;1;0;0;1;0;Itaquera;-23.5349509;-46.4517316
830000;900;94;3;2;1;2;1;0;1;0;Vila Leopoldina;-23.525499;-46.738791
480000;400;68;2;2;1;2;1;0;1;1;Carrão;-23.540323;-46.551478
790000;720;97;3;3;1;2;1;1;1;0;Bom Retiro;-23.521107;-46.647678000000006
250000;480;58;2;2;1;1;0;0;0;0;Santana;-23.503087;-46.637276
690000;1340;133;3;1;3;2;0;0;1;0;Tucuruvi;-23.465013;-46.616611
240000;301;43;2;2;1;1;1;0;0;0;Santo Amaro;-23.64753;-46.712757
1053000;1729;60;2;2;1;1;0;1;1;0;Vila Olimpia;-23.593963000000002;-46.688757
144000;0;48;2;2;1;1;1;0;0;0;Sé;-23.525002999999998;-46.399177
260000;250;56;3;2;1;1;0;0;0;0;Cidade Dutra;-23.736087;-46.699126
664000;0;103;4;2;1;2;0;0;1;0;Carrão;-23.5502908;-46.5284477
690000;1833;75;3;2;1;2;0;0;1;0;Liberdade;-23.569384399999997;-46.634034299999996
250000;400;56;2;2;1;1;1;0;1;0;Socorro;-23.690912;-46.703922
530000;615;77;3;2;1;2;0;0;1;0;Vila Guilherme;-23.5066458;-46.5956831
820000;1500;90;2;2;1;1;0;1;0;0;Vila Madalena;-23.546733;-46.694201
330000;350;55;2;1;0;1;0;0;0;0;Vila Formosa;-23.576435399999998;-46.526528000000006
199000;200;48;1;2;1;1;0;0;0;0;Liberdade;-23.561787399999996;-46.628506099999996
1280000;0;155;3;4;3;3;0;0;0;0;Belém;-23.540474;-46.594756
640000;850;72;2;2;1;1;1;0;0;0;Brooklin;-23.612967;-46.683731
264900;0;51;3;2;1;1;0;0;0;0;Perus;-23.402648000000003;-46.748135999999995
189000;220;37;2;2;1;1;1;0;1;0;Cambuci;-23.554289;-46.630815999999996
235000;0;55;2;2;1;1;0;0;1;0;Ermelino Matarazzo;-23.485851999999998;-46.475196999999994
500000;850;71;2;2;1;1;0;0;0;0;Jabaquara;-23.637723;-46.64438
500000;380;69;2;2;1;1;1;0;1;0;Barra Funda;-23.518756;-46.668966
298000;450;70;2;2;1;1;0;0;1;0;Morumbi;-23.620188;-46.73062
225000;235;45;2;1;0;1;0;0;0;0;Vila Curuçá;-23.502713800000002;-46.4244715
360000;530;63;2;1;0;1;1;0;1;0;Ermelino Matarazzo;-23.5010245;-46.4745325
170000;130;48;2;2;1;1;0;0;0;0;Raposo Tavares;;-46.735355
170000;80;48;2;2;1;1;0;0;0;0;Raposo Tavares;-23.592172;-46.76654
345000;480;77;3;2;1;1;1;0;1;0;Butantã;-23.590909;-46.805169
593600;770;115;3;1;0;1;0;0;0;0;Liberdade;-23.565791;-46.634092200000005
590000;600;65;2;2;1;1;0;1;0;0;Santa Cecília;-23.539622;-46.652575
215000;0;47;2;1;0;1;0;0;0;0;São Mateus;-23.4974578;-46.5295845
400000;0;60;2;1;0;1;0;0;0;0;Cursino;-23.6274521;-46.6199605
212000;220;60;2;1;0;1;0;0;0;0;Cidade Líder;-23.564088899999998;-46.4773925
152000;179;44;2;1;0;1;0;0;0;0;Guaianazes;-23.5766073;-46.409769
470000;700;72;3;2;1;1;1;0;1;0;Carrão;-23.543174899999997;-46.539303499999995
320000;470;66;3;2;1;1;1;0;0;0;Ermelino Matarazzo;-23.503535999999997;-46.480042
350000;800;87;2;1;0;0;1;0;0;0;Sé;-23.550229100000003;-46.6377265
350000;340;50;2;2;1;1;1;0;1;0;Belém;-23.545688000000002;-46.593025
290000;0;68;3;2;1;1;1;0;0;0;Itaim Paulista;-23.505174;-46.398019
1200000;1340;96;2;2;1;1;1;1;0;0;Itaim Bibi;-23.579226000000002;-46.67282
530000;656;132;3;2;1;1;0;0;0;0;Bom Retiro;-23.527812;-46.638853000000005
168910;0;45;2;1;0;1;1;0;0;1;Jardim Helena;-23.48873;-46.373371999999996
599000;0;75;1;2;1;1;0;0;1;0;Pinheiros;-23.5687453;-46.7002232
740000;780;90;3;2;1;3;1;0;1;0;Carrão;-23.550353;-46.541792
986000;750;92;3;3;1;2;1;1;1;0;Santana;-23.494920999999998;-46.632484000000005
259274;0;40;1;2;1;1;1;0;1;0;Vila Maria;-23.518056;-46.583873
252000;0;48;2;1;0;1;0;0;1;0;Liberdade;-23.5540003;-46.6281125
230000;250;49;2;2;1;1;1;0;1;0;Capão Redondo;-23.672014;-46.787365
240000;358;50;1;1;0;0;0;0;0;0;Liberdade;-23.5528718;-46.628172
659070;480;58;2;2;1;1;1;0;1;0;Saúde;-23.616941;-46.639799
798000;815;73;2;2;1;2;1;1;1;0;Cambuci;-23.581143;-46.625107
300000;383;87;3;2;1;1;0;0;0;0;São Domingos;-23.507997;-46.735995
265000;570;49;2;2;1;1;0;0;0;0;Pedreira;-23.688489999999998;-46.671846
592617;0;65;2;2;1;1;0;0;1;0;Brooklin;;
750000;1700;130;3;3;2;4;1;0;1;0;Santana;-23.4865419;-46.627724799999996
1550000;1520;140;4;5;3;2;1;0;1;0;Moema;-23.603655;-46.666917
240000;315;47;2;1;0;1;0;0;0;0;São Mateus;-23.6128423;-46.47930220000001
430000;0;66;3;2;1;2;1;0;1;0;Pirituba;-23.503059;-46.720534
189000;200;37;3;2;1;1;1;0;0;1;Vila Matilde;-23.535272;-46.532179
95000;100;49;2;2;1;1;0;0;0;0;Guaianazes;-23.581213;-46.389767
235000;350;48;2;1;0;1;0;0;0;0;Medeiros;-23.482497600000002;-46.5659263
1350000;900;110;3;2;1;4;1;0;1;0;Brooklin;-23.622154000000002;-46.683282
540000;600;50;2;2;1;1;0;0;1;0;Mooca;-23.5569867;-46.5916084
320000;480;47;2;2;1;1;0;0;0;0;Campo Limpo;-23.660629999999998;-46.768167
592077;0;68;2;2;1;2;0;0;1;0;Santo Amaro;-23.644468;-46.721334000000006
395000;609;58;2;2;1;2;0;0;1;0;Bom Retiro;-23.524391100000003;-46.6472531
320000;650;78;3;2;1;1;0;0;1;0;Vila Curuçá;-23.504731699999997;-46.4272974
380000;596;55;2;2;1;1;1;0;1;0;Aricanduva;-23.538037;-46.545057
1200000;1650;136;3;4;1;1;1;0;1;0;Perdizes;-23.537198;-46.669616
390000;350;45;2;1;0;1;0;1;1;0;Vila Maria;-23.513838;-46.5887998
360000;528;37;1;2;1;1;1;1;1;0;Santa Cecília;-23.533991;-46.649018
1200000;1100;94;2;2;1;1;0;0;0;0;Santa Cecília;-23.537152;-46.6627421
330000;0;62;3;2;1;1;0;0;1;0;Vila Curuçá;;
230000;380;54;2;2;1;1;0;0;0;0;Jardim São Luis;-23.654917;-46.742885
850000;720;108;5;4;1;2;1;1;1;0;Raposo Tavares;-23.590947;-46.805219
3550000;3320;400;2;4;1;1;1;0;1;0;República;-23.544916;-46.643053
790000;624;83;3;3;1;3;0;1;1;0;Santana;-23.498108;-46.635949
426000;350;78;3;2;1;1;0;0;0;0;São Lucas;-23.5916218;-46.549798700000004
214500;260;51;2;1;0;1;0;0;0;0;Vila Curuçá;-23.517640300000004;-46.428927200000004
299000;330;59;2;2;1;1;1;0;1;0;São Domingos;-23.507245;-46.735663
1150000;1050;110;3;3;1;1;1;0;1;0;Itaim Bibi;-23.58211;-46.674808
570000;830;65;3;2;1;1;1;0;1;0;Vila Madalena;-23.546876;-46.69442
1149900;1070;128;3;4;3;2;1;1;1;0;Ipiranga;-23.594496;-46.603328999999995
290000;470;40;1;1;0;1;0;0;0;0;Jabaquara;;
457860;550;82;3;3;1;2;1;0;0;0;Jaguaré;-23.533126;-46.757068
170000;260;48;2;1;0;1;0;0;1;0;Guaianazes;-23.5589288;-46.4227617
3800000;0;280;4;4;3;4;1;0;1;0;Alto de Pinheiros;-23.5507825;-46.6984545
449999;500;55;2;2;1;1;0;0;0;0;Barra Funda;-23.528845;-46.653782
210000;215;50;2;2;1;1;0;0;0;0;São Rafael;-23.631982;-46.474931
265000;330;57;2;2;1;1;0;0;0;0;Capão Redondo;-23.669068;-46.769183
750000;600;67;1;2;1;1;0;0;1;0;Barra Funda;-23.5200238;-46.675898100000005
220000;160;56;2;1;0;1;0;0;0;0;Artur Alvim;;
1593530;0;157;4;1;0;1;1;0;0;1;Casa Verde;-23.520528;-46.680811
360000;700;70;3;1;0;1;1;0;1;0;Parque do Carmo;-23.5404066;-46.4547971
245000;0;48;2;2;1;1;0;1;0;0;Cangaíba;-23.502336;-46.523243
330000;0;48;2;2;1;1;0;0;0;0;Cambuci;-23.561787;-46.628506
1070000;691;75;2;2;1;2;1;1;1;0;Moema;-23.602083;-46.660207
420000;550;62;3;2;1;1;1;0;0;0;Bom Retiro;-23.5213971;-46.641916200000004
430000;770;70;2;2;1;2;1;1;1;0;Saúde;-23.61964;-46.607232
670000;894;71;3;2;1;2;0;0;0;0;Brooklin;-23.621037;-46.694644
580000;590;68;3;2;1;1;0;1;0;0;Mooca;-23.5506735;-46.5969219
297500;350;61;3;2;1;1;0;0;1;0;São Lucas;-23.604294;-46.518325
100000;138;55;2;2;1;1;0;0;0;0;Pirituba;;-46.448352
358000;350;55;2;2;1;1;0;0;1;0;Cidade Dutra;-23.701798;-46.688606
440000;490;43;1;1;0;1;0;0;0;0;Moema;-23.602021399999998;-46.6721032
2325000;3100;175;3;5;2;3;1;1;1;0;Moema;-23.599256;-46.664984999999994
700000;685;79;2;2;1;2;1;0;1;0;Vila Leopoldina;-23.525999;-46.739727
280000;527;48;2;1;0;1;0;0;0;0;Brás;-23.549626500000002;-46.6200276
600000;800;84;2;1;0;0;1;0;0;0;Consolação;-23.553825600000003;-46.6602934
589000;490;81;3;2;1;2;1;0;1;0;Lapa;-23.518417000000003;-46.724258
412000;0;60;3;2;1;1;0;0;1;0;Casa Verde;-23.5054645;-46.6711
732000;988;126;3;2;1;2;1;0;0;0;Santana;-23.495148999999998;-46.630417
802800;602;72;2;3;2;1;1;0;1;0;Vila Mariana;-23.604125;-46.638779
360000;0;56;2;2;1;1;0;0;0;0;Sapopemba;-23.58575;-46.533612
1000000;650;95;3;3;2;2;1;0;1;0;Cidade Dutra;-23.6417909;-46.7201965
270000;0;54;2;2;1;1;0;0;0;0;Pedreira;-23.693656;-46.674281
700000;500;73;2;2;1;1;0;0;0;0;Perdizes;-23.5379468;-46.6793165
570000;0;68;3;2;1;2;0;0;0;0;Tatuapé;-23.5629489;-46.560419700000004
499000;434;62;2;2;1;1;1;0;1;0;Jabaquara;-23.64115;-46.642344
320000;380;53;2;2;1;2;0;0;1;0;Tucuruvi;-23.484464499999998;-46.5940679
140000;70;47;2;2;1;1;0;0;0;0;Cidade Tiradentes;-23.60452;-46.399058000000004
682100;0;57;2;2;1;1;1;0;1;0;Pinheiros;-23.550496;-46.681775
318000;520;53;2;2;1;1;0;0;0;0;Pirituba;-23.493439000000002;-46.742171
398000;678;68;3;2;1;2;0;0;1;0;Mandaqui;-23.479494100000004;-46.65279879999999
479000;570;58;2;2;1;1;1;0;1;0;Bom Retiro;-23.5246065;-46.6473265
190000;370;43;2;2;1;1;0;0;0;0;Jardim Ângela;-23.613363;-46.523332
235000;400;51;2;2;1;1;0;0;0;0;Tremembé;-23.420073000000002;-46.58062
1045000;0;106;3;2;1;2;0;0;1;0;Tremembé;-23.450636199999998;-46.6234379
220000;793;41;1;2;1;1;1;0;0;0;Liberdade;-23.561818;-46.634983
395000;720;72;2;1;0;1;0;0;0;0;Santana;-23.493067800000002;-46.6272287
1472000;1200;160;4;5;1;2;1;0;1;0;Ipiranga;-23.600105;-46.610864
514000;500;76;3;2;1;2;0;0;1;0;Vila Maria;-23.5056181;-46.59107720000001
379000;450;65;3;2;1;1;0;0;0;0;Brás;-23.5357406;-46.5950852
880000;0;118;3;4;3;2;1;0;1;1;Mooca;-23.558443;-46.593451
185000;326;38;1;1;0;1;0;0;0;0;Sé;-23.5568322;-46.629796999999996
310000;329;63;3;1;0;1;0;0;0;0;Parque do Carmo;-23.5607957;-46.4831755
390000;670;52;2;2;1;1;1;0;1;0;Cambuci;-23.562625;-46.622129
199000;360;45;2;1;0;0;0;0;1;0;São Mateus;-23.6065807;-46.4715407
498000;480;68;2;2;1;1;1;0;1;0;Belém;-23.541354600000002;-46.5864398
325000;370;64;2;2;1;2;1;0;1;0;São Lucas;-23.5928482;-46.5439367
200000;280;47;2;1;0;1;0;0;1;0;Parque do Carmo;-23.5875451;-46.4844534
199000;200;38;2;1;0;0;0;0;0;0;Barra Funda;-23.526965899999997;-46.6495705
719000;570;93;3;3;1;2;1;0;1;0;Ipiranga;-23.603460000000002;-46.607015999999994
325000;0;55;2;2;1;2;1;0;1;0;Mandaqui;-23.4761;-46.625532
285000;390;56;2;2;1;1;0;0;1;0;Cidade Dutra;-23.703936;-46.688573999999996
1790000;1500;234;3;6;3;3;1;0;1;0;Anhanguera;-23.673505;-46.696855
249000;482;47;2;2;1;1;1;0;1;0;Brasilândia;-23.475068;-46.687927
370000;550;49;2;1;0;1;0;0;0;0;Bom Retiro;-23.5306607;-46.6337305
510000;702;137;3;1;0;1;0;0;0;0;Bom Retiro;-23.531195899999997;-46.6372049
339500;0;45;2;1;0;1;0;0;1;0;Vila Maria;-23.5141268;-46.588345600000004
800000;1211;181;3;5;3;2;0;0;1;0;Cidade Dutra;-23.714221;-46.704675
179000;250;48;2;2;1;1;1;0;0;0;Vila Curuçá;-23.523825;-46.402372
445000;600;70;2;2;1;2;0;0;1;0;Tucuruvi;-23.481951000000002;-46.607525
480000;600;58;2;1;0;1;0;0;1;0;Casa Verde;-23.497318300000003;-46.6660338
901000;1415;98;3;3;2;2;0;0;1;0;Perdizes;-23.533144500000002;-46.684411499999996
214000;400;51;2;2;1;1;0;0;1;0;Campo Limpo;-23.653389;-46.74857
315000;0;45;2;1;0;1;0;0;0;0;Vila Prudente;-23.584301;-46.587908
310000;400;65;3;2;1;1;0;1;0;0;Vila Prudente;-23.599396300000002;-46.5766755
259900;1;35;1;2;1;1;1;0;0;0;Cambuci;-23.561787;-46.628506
385000;440;70;2;2;1;1;0;0;1;0;Penha;-23.517711;-46.531392
555000;350;75;3;2;1;2;0;1;0;0;São Lucas;-23.5935075;-46.544507200000005
5750000;4500;306;4;5;4;5;0;0;1;0;Moema;-23.6022054;-46.659882399999994
395000;420;59;2;2;1;2;0;0;0;0;Jaraguá;-23.523394;-46.645235
336000;272;36;1;1;0;1;0;0;1;0;República;-23.5436571;-46.6452916
630000;0;82;3;2;1;2;0;0;1;0;Mandaqui;-23.4732178;-46.6377828
299000;316;51;1;1;0;1;0;0;0;0;Jabaquara;-23.6548;-46.638628999999995
270000;394;66;2;2;1;1;0;1;1;0;Medeiros;;
385000;436;61;3;2;1;2;1;0;1;0;Aricanduva;-23.562734;-46.518485
620000;870;62;2;2;1;1;0;0;1;0;Brooklin;-23.6127102;-46.6837266
290000;350;50;2;2;1;1;1;0;1;0;Ponte Rasa;-23.512746;-46.477783
440000;0;95;4;2;1;1;0;0;1;0;Vila Sônia;-23.595057;-46.732136
220000;180;70;2;2;1;1;0;0;0;0;Mooca;-23.555601;-46.618035
940000;850;112;3;2;1;2;0;1;1;0;Água Rasa;-23.558256;-46.572801
1950000;1850;266;4;5;4;4;1;0;0;0;Anhanguera;-23.670116;-46.696669
114616;0;42;2;1;0;0;0;0;0;0;Itaim Paulista;-23.510461499999998;-46.3976461
2916530;0;225;3;4;3;3;0;0;0;0;Alto de Pinheiros;-23.5422505;-46.7063216
229900;300;52;2;2;1;1;0;0;1;0;Itaquera;-23.5308115;-46.4549109
190000;0;62;2;2;1;1;0;0;0;0;São Rafael;-23.626154;-46.47081
169000;70;58;2;2;1;1;0;0;0;0;Guaianazes;-23.56609;-46.4029
480000;400;71;2;2;1;1;1;0;1;1;Belém;-23.546023;-46.585675
535000;655;68;3;2;1;1;1;0;1;0;Brás;-23.546960199999997;-46.6197857
168000;180;52;3;1;0;1;0;0;0;0;Guaianazes;-23.534580300000002;-46.4091729
290000;0;52;1;1;0;0;0;0;0;0;Bom Retiro;-23.5255099;-46.6469123
530000;630;81;3;2;1;2;1;0;1;0;Vila Formosa;-23.562245;-46.537118
615000;950;88;3;2;1;1;0;0;1;0;Perdizes;;
200000;240;42;2;2;1;1;0;0;0;0;Vila Jacuí;-23.510487;-46.447684
150000;150;49;2;2;1;1;0;0;0;0;Artur Alvim;-23.545939;-46.486112
240000;445;55;3;2;1;1;1;0;0;0;Raposo Tavares;-23.588091;-46.797839
650000;880;113;4;3;1;1;0;1;0;0;República;-23.544271;-46.64472
421900;0;63;2;2;1;1;0;0;1;0;Vila Guilherme;;
249900;325;56;3;1;0;1;0;0;0;0;Aricanduva;-23.500242800000002;-46.6276118
218000;300;47;2;2;1;1;0;0;1;0;Itaquera;-23.5309077;-46.455168
850000;1300;94;3;3;2;2;1;1;1;0;Lapa;-23.523738;-46.695322999999995
590000;640;82;3;2;1;2;1;0;1;0;Vila Sônia;-23.598648;-46.741628000000006
580000;0;58;2;2;1;1;1;0;1;0;Saúde;-23.613936;-46.639555
300000;367;52;2;2;1;1;1;0;0;0;Freguesia do Ó;-23.505118;-46.698578999999995
590000;500;51;1;2;1;1;0;1;0;0;Vila Olimpia;-23.596689;-46.677890000000005
350000;600;77;3;2;1;1;0;0;1;0;Vila Curuçá;-23.504756699999998;-46.427630900000004
243000;260;44;2;2;1;1;0;0;0;0;Vila Curuçá;;
221000;100;48;2;2;1;1;1;0;0;1;José Bonifácio;-23.498993;-46.453789
400000;320;31;1;2;1;1;0;1;0;0;Jardim Paulista;-23.567125;-46.653405
425000;0;72;3;2;1;2;1;0;1;0;Campo Grande;-23.639584;-46.594739000000004
450000;550;97;2;2;1;1;1;1;0;0;Bom Retiro;-23.529379000000002;-46.636465
535000;380;58;2;1;0;1;0;0;0;0;Perdizes;-23.532095499999997;-46.6774833
220000;440;55;3;2;1;1;1;0;0;0;Raposo Tavares;-23.588091;-46.797839
279000;388;50;2;2;1;1;0;1;1;0;Vila Guilherme;-23.519546;-46.602177000000005
215000;393;46;2;2;1;1;1;0;1;0;José Bonifácio;-23.54976;-46.631245
305000;0;45;2;2;1;1;1;0;1;1;Freguesia do Ó;-23.495625;-46.684893
270000;0;55;2;1;0;1;0;0;1;0;Jaçanã;-23.481788899999998;-46.5650186
249000;290;49;2;2;1;1;1;0;1;0;Vila Matilde;-23.525314;-46.52466
230000;446;56;2;2;1;1;0;0;1;0;Rio Pequeno;-23.570846;-46.751602
190800;100;45;2;2;1;1;0;0;0;0;Sapopemba;-23.610541;-46.493864
100000;0;42;2;2;1;1;0;0;0;0;Cidade Tiradentes;-23.601024;-46.395895
260000;0;50;2;2;1;1;0;0;0;0;Vila Matilde;-23.537117000000002;-46.519757
650000;680;144;3;4;2;1;1;0;0;0;Cambuci;-23.57235;-46.625268
360000;330;56;2;1;0;1;0;0;0;0;Sapopemba;-23.5855595;-46.53352279999999
2150000;2250;339;4;3;1;1;1;0;0;0;Santa Cecília;-23.539872;-46.658069
700000;0;68;2;2;1;1;1;0;0;0;Cursino;-23.608682;-46.613416
2200000;1582;235;3;3;1;1;1;0;0;0;Consolação;-23.552568;-46.655659
498000;550;75;2;2;1;2;0;0;1;0;São Lucas;-23.5928482;-46.5439367
850000;1000;118;3;2;1;2;0;0;0;0;Mandaqui;;
270000;463;50;1;1;0;0;1;0;0;0;Bom Retiro;-23.526073699999998;-46.6413443
305000;460;38;1;1;0;0;0;0;0;0;Consolação;-23.548857100000003;-46.647385
2650000;2862;191;4;5;4;4;0;0;1;0;Pinheiros;-23.5602579;-46.6737416
240000;0;46;2;1;0;1;1;0;1;0;Ermelino Matarazzo;-23.5070223;-46.4738131
317000;0;50;2;2;1;1;0;0;1;0;Vila Maria;-23.520020000000002;-46.585370000000005
2890000;2200;151;3;4;3;3;0;0;1;0;Itaim Bibi;-23.500242800000002;-46.6276118
470000;300;58;3;2;1;2;0;0;1;0;Sapopemba;-23.6030753;-46.5157296
186000;150;55;3;2;1;1;0;0;0;0;José Bonifácio;-23.547014;-46.442737
954000;1180;100;3;4;3;2;1;0;1;0;Brooklin;-23.624773;-46.689663
265000;420;48;2;1;0;1;0;0;1;0;Artur Alvim;-23.512730800000003;-46.477776
969800;1007;107;3;2;1;2;1;0;0;0;Alto de Pinheiros;-23.539404;-46.713114000000004
265000;265;54;2;2;1;1;0;0;0;0;Jardim São Luis;-23.654954;-46.742633000000005
209622;280;38;1;2;1;1;0;0;1;0;Liberdade;-23.5541795411;-46.628323422
225000;370;52;2;2;1;1;0;0;0;0;Capão Redondo;-23.672557;-46.763819
1600000;0;112;3;3;1;2;1;0;1;0;Vila Olimpia;-23.604197;-46.678332
3000000;1456;182;4;4;2;4;1;0;1;0;Moema;-23.603929;-46.667970000000004
460262;450;36;1;1;0;1;0;0;0;0;Brooklin;-23.6107274;-46.6875494
750000;750;91;3;2;1;2;0;0;1;0;Mandaqui;-23.4749513;-46.6305077
230000;400;45;2;1;0;1;1;0;0;0;Vila Curuçá;-23.5059479;-46.4252571
175000;0;37;2;2;1;1;0;0;0;0;Jardim Helena;-23.540541;-46.429503000000004
477000;400;74;2;1;0;1;0;0;0;0;Bela Vista;-23.551615100000003;-46.641543299999995
847000;1020;83;3;3;1;2;1;0;1;0;Brooklin;-23.619701;-46.678965000000005
1000000;1500;121;3;4;1;3;1;1;1;0;Brooklin;-23.610485;-46.681160999999996
355000;260;41;1;2;1;1;0;0;1;0;Santa Cecília;-23.5298;-46.65824779999999
660000;710;53;1;1;0;1;0;0;0;0;Bela Vista;-23.551787;-46.6453006
225000;400;48;2;2;1;1;1;0;1;0;Jardim Ângela;-23.606864;-46.523033
445000;1000;74;3;2;1;2;0;0;1;0;Anhanguera;-23.660846;-46.686396
898000;1500;135;4;4;2;2;1;0;1;0;Pari;-23.532896;-46.568899
851000;990;85;3;4;1;2;1;0;1;0;Perdizes;-23.537413;-46.681621
278000;0;64;3;2;1;1;1;0;0;0;Pirituba;-23.50241;-46.716457
1450000;1300;130;3;3;1;2;0;0;0;0;Santa Cecília;-23.535373;-46.65933
960000;1126;73;1;2;1;2;0;1;1;0;Moema;-23.6056086;-46.6613576
493000;600;77;2;2;1;1;1;0;1;0;Belém;-23.541584;-46.586872
265000;598;44;1;2;1;1;0;0;0;0;República;-23.543623;-46.640101
410000;420;48;1;2;1;1;0;0;0;0;República;;
2200000;3000;180;3;2;1;3;1;0;1;0;Alto de Pinheiros;-23.552357999999998;-46.719949
242000;418;50;2;2;1;1;0;0;0;0;Cangaíba;-23.508439000000003;-46.530778000000005
925000;1000;92;2;2;1;1;0;0;0;0;Pinheiros;-23.562064000000003;-46.6892542
225000;400;52;2;1;0;1;0;0;1;0;Vila Curuçá;;
355500;395;58;2;2;1;1;1;1;1;0;Vila Guilherme;-23.519652;-46.601712
199000;120;44;2;2;1;1;1;0;0;0;Vila Jacuí;-23.498479999999997;-46.454382
269000;0;49;2;2;1;1;1;0;1;0;Pirituba;-23.483351000000003;-46.727534000000006
350000;420;49;2;1;0;1;0;0;0;0;Cangaíba;-23.500451100000003;-46.523592
220000;0;49;2;2;1;1;0;0;0;0;São Miguel;-23.509293;-46.448276
542000;650;69;2;2;1;1;0;0;1;0;Ipiranga;-23.598672399999998;-46.6046289
383958;0;64;3;2;1;1;1;0;1;0;Vila Maria;-23.518056;-46.583873
670000;505;70;2;2;1;2;1;0;1;0;Barra Funda;-23.522833399999996;-46.6609518
630000;0;51;1;1;0;1;0;0;0;0;Consolação;-23.5519521;-46.654770299999996
454377;0;67;2;2;1;1;1;0;1;0;Barra Funda;-23.524769;-46.652437
200000;270;52;2;1;0;1;0;0;0;0;Cidade Líder;;
980000;1283;130;3;4;2;2;1;0;1;0;Ipiranga;-23.579689000000002;-46.605395
1080000;1380;124;3;3;1;1;1;0;0;0;Jardim Paulista;-23.567826;-46.650791
304000;0;47;2;1;0;1;0;1;1;0;Água Rasa;-23.5759931;-46.5649945
398000;580;74;3;2;1;2;1;0;1;0;Ponte Rasa;-23.513842999999998;-46.492636
250000;300;55;2;2;1;1;0;0;0;0;Ponte Rasa;-23.51011;-46.503929
315000;0;63;1;1;0;0;1;0;0;0;Bela Vista;;
280000;460;48;2;2;1;1;1;0;0;0;Brás;-23.549626;-46.620027
194200;0;40;2;2;1;1;1;0;0;0;Itaquera;-23.54805;-46.454871999999995
580000;850;70;2;2;1;1;1;0;0;0;Moema;-23.600556;-46.665451000000004
180000;225;57;2;1;0;1;0;0;0;0;Itaquera;-23.540768600000003;-46.4395816
250000;337;38;1;1;0;1;1;0;0;0;Sé;-23.5522912;-46.6284392
377000;375;37;1;2;1;1;1;0;1;0;Campo Belo;-23.62642;-46.664728000000004
355000;280;56;2;2;1;1;0;0;1;0;Sapopemba;-23.58575;-46.533612
265000;0;47;2;1;0;1;1;0;1;0;Itaim Paulista;-23.489486;-46.3842097
380000;0;92;3;2;1;1;0;0;1;0;Campo Limpo;-23.620107;-46.761466
3050003;0;66;3;2;1;1;1;0;1;1;Vila Prudente;-23.58276;-46.557083
1138800;0;74;2;2;1;1;1;0;1;0;Pinheiros;-23.561792999999998;-46.675166
350000;390;36;1;1;0;1;0;1;1;0;Santa Cecília;-23.5339913;-46.6490184
4900000;0;201;3;5;3;3;0;0;1;0;Iguatemi;-23.585269;-46.681625
1100000;0;71;2;2;1;1;1;0;1;0;Moema;-23.606439;-46.666193
330500;400;59;3;2;1;1;0;0;1;0;Jaçanã;-23.4777783;-46.5734555
350000;530;50;2;2;1;1;0;0;1;0;Cursino;-23.6325504;-46.625167100000006
300000;370;47;2;1;0;1;0;0;0;0;Jabaquara;-23.640301;-46.6526191
240000;300;32;1;2;1;1;0;0;0;0;Sé;-23.547282;-46.6243852
198000;290;47;2;1;0;1;0;0;1;0;Parque do Carmo;-23.5875451;-46.4844534
199990;240;47;2;2;1;1;1;1;1;0;Aricanduva;-23.594348;-46.46743
560000;505;70;3;2;1;1;0;1;1;0;Água Rasa;-23.558163;-46.576092200000005
